file_id,seq_id,start,end,name,score
emales-gc,MN270279.1,26500,26600,GC.w100,0.34
emales-gc,MN270279.1,26600,26700,GC.w100,0.35
emales-gc,MN270279.1,26700,26800,GC.w100,0.4
emales-gc,MN270279.1,26800,26900,GC.w100,0.43
emales-gc,MN270279.1,26900,27000,GC.w100,0.37
emales-gc,MN270279.1,27000,27100,GC.w100,0.38
emales-gc,MN270279.1,27100,27200,GC.w100,0.44
emales-gc,MN270279.1,27200,27300,GC.w100,0.46
emales-gc,MN270279.1,27300,27400,GC.w100,0.37
emales-gc,MN270279.1,27400,27500,GC.w100,0.37
emales-gc,MN270279.1,27500,27600,GC.w100,0.36
emales-gc,MN270279.1,27600,27700,GC.w100,0.41
emales-gc,MN270279.1,27700,27800,GC.w100,0.45
emales-gc,MN270279.1,27800,27900,GC.w100,0.39
emales-gc,MN270279.1,27900,28000,GC.w100,0.36
emales-gc,MN270279.1,28000,28100,GC.w100,0.4
emales-gc,MN270279.1,28100,28200,GC.w100,0.39
emales-gc,MN270279.1,28200,28300,GC.w100,0.37
emales-gc,MN270279.1,28300,28400,GC.w100,0.38
emales-gc,MN270279.1,28400,28500,GC.w100,0.4
emales-gc,MN270279.1,28500,28600,GC.w100,0.41
emales-gc,MN270279.1,28600,28700,GC.w100,0.39
emales-gc,MN270279.1,28700,28800,GC.w100,0.36
emales-gc,MN270279.1,28800,28900,GC.w100,0.4
emales-gc,MN270279.1,28900,29000,GC.w100,0.36
emales-gc,MN270279.1,29000,29100,GC.w100,0.36
emales-gc,MN270279.1,29100,29200,GC.w100,0.29
emales-gc,MN270279.1,29200,29300,GC.w100,0.38
emales-gc,MN270279.1,29300,29400,GC.w100,0.36
emales-gc,MN270279.1,29400,29500,GC.w100,0.35
emales-gc,MN270279.1,29500,29600,GC.w100,0.44
emales-gc,MN270279.1,29600,29700,GC.w100,0.38
emales-gc,MN270279.1,29700,29800,GC.w100,0.33
emales-gc,MN270279.1,29800,29900,GC.w100,0.36
emales-gc,MN270279.1,29900,30000,GC.w100,0.45
emales-gc,MN270279.1,30000,30100,GC.w100,0.52
emales-gc,MN270279.1,30100,30200,GC.w100,0.38
emales-gc,MN270279.1,30200,30300,GC.w100,0.44
emales-gc,MN270279.1,30300,30400,GC.w100,0.42
emales-gc,MN270279.1,30400,30500,GC.w100,0.46
emales-gc,MN270279.1,30500,30600,GC.w100,0.33
emales-gc,MN270279.1,30600,30700,GC.w100,0.47
emales-gc,MN270279.1,30700,30800,GC.w100,0.21
emales-gc,MN270279.1,30800,30900,GC.w100,0.31
emales-gc,MN270279.1,30900,31000,GC.w100,0.22
emales-gc,MN270279.1,31000,31100,GC.w100,0.27
emales-gc,MN270279.1,31100,31200,GC.w100,0.29
emales-gc,MN270279.1,31200,31300,GC.w100,0.28
emales-gc,MN270279.1,31300,31400,GC.w100,0.24
emales-gc,MN270279.1,31400,31500,GC.w100,0.29
emales-gc,MN270279.1,31500,31600,GC.w100,0.26
emales-gc,MN270279.1,31600,31700,GC.w100,0.29
emales-gc,MN270279.1,31700,31800,GC.w100,0.32
emales-gc,MN270279.1,31800,31900,GC.w100,0.37
emales-gc,MN270279.1,31900,32000,GC.w100,0.35
emales-gc,MN270279.1,32000,32100,GC.w100,0.35
emales-gc,MN270279.1,32100,32200,GC.w100,0.24
emales-gc,MN270279.1,32200,32300,GC.w100,0.31
emales-gc,MN270279.1,32300,32400,GC.w100,0.32
emales-gc,MN270279.1,32400,32500,GC.w100,0.32
emales-gc,MN270279.1,32500,32600,GC.w100,0.29
emales-gc,MN270279.1,32600,32700,GC.w100,0.24
emales-gc,MN270279.1,32700,32800,GC.w100,0.27
emales-gc,MN270279.1,32800,32900,GC.w100,0.29
emales-gc,MN270279.1,32900,33000,GC.w100,0.28
emales-gc,MN270279.1,33000,33100,GC.w100,0.34
emales-gc,MN270279.1,33100,33200,GC.w100,0.35
emales-gc,MN270279.1,33200,33300,GC.w100,0.31
emales-gc,MN270279.1,33300,33400,GC.w100,0.32
emales-gc,MN270279.1,33400,33500,GC.w100,0.44
emales-gc,MN270279.1,33500,33600,GC.w100,0.51
emales-gc,MN270279.1,33600,33700,GC.w100,0.38
emales-gc,MN270279.1,33700,33800,GC.w100,0.36
emales-gc,MN270279.1,33800,33900,GC.w100,0.39
emales-gc,MN270279.1,33900,34000,GC.w100,0.39
emales-gc,MN270279.1,34000,34100,GC.w100,0.35
emales-gc,MN270279.1,34100,34200,GC.w100,0.32
emales-gc,MN270279.1,34200,34300,GC.w100,0.41
emales-gc,MN270279.1,34300,34400,GC.w100,0.34
emales-gc,MN270279.1,34400,34500,GC.w100,0.37
emales-gc,MN270279.1,34500,34600,GC.w100,0.35
emales-gc,MN270279.1,34600,34700,GC.w100,0.4
emales-gc,MN270279.1,34700,34800,GC.w100,0.37
emales-gc,MN270279.1,34800,34900,GC.w100,0.39
emales-gc,MN270279.1,34900,35000,GC.w100,0.33
emales-gc,MN270279.1,35000,35100,GC.w100,0.41
emales-gc,MN270279.1,35100,35200,GC.w100,0.45
emales-gc,MN270279.1,35200,35300,GC.w100,0.32
emales-gc,MN270279.1,35300,35400,GC.w100,0.39
emales-gc,MN270279.1,35400,35500,GC.w100,0.4
emales-gc,MN270279.1,35500,35600,GC.w100,0.38
emales-gc,MN270279.1,35600,35700,GC.w100,0.42
emales-gc,MN270279.1,35700,35800,GC.w100,0.39
emales-gc,MN270279.1,35800,35900,GC.w100,0.3
emales-gc,MN270279.1,35900,36000,GC.w100,0.43
emales-gc,MN270279.1,36000,36100,GC.w100,0.32
emales-gc,MN270279.1,36100,36200,GC.w100,0.27
emales-gc,MN270279.1,36200,36300,GC.w100,0.26
emales-gc,MN270279.1,36300,36400,GC.w100,0.31
emales-gc,MN270279.1,36400,36500,GC.w100,0.23
emales-gc,MN270279.1,36500,36600,GC.w100,0.2
emales-gc,MN270279.1,36600,36700,GC.w100,0.31
emales-gc,MN270279.1,36700,36800,GC.w100,0.29
emales-gc,MN270279.1,36800,36900,GC.w100,0.34
emales-gc,MN270279.1,36900,37000,GC.w100,0.38
emales-gc,MN270279.1,37000,37100,GC.w100,0.34
emales-gc,MN270279.1,37100,37200,GC.w100,0.39
emales-gc,MN270279.1,37200,37300,GC.w100,0.31
emales-gc,MN270279.1,37300,37400,GC.w100,0.38
emales-gc,MN270279.1,37400,37500,GC.w100,0.33
emales-gc,MN270279.1,37500,37600,GC.w100,0.35
emales-gc,MN270279.1,37600,37700,GC.w100,0.23
emales-gc,MN270279.1,37700,37800,GC.w100,0.25
emales-gc,MN270279.1,37800,37900,GC.w100,0.31
emales-gc,MN270279.1,37900,38000,GC.w100,0.35
emales-gc,MN270279.1,38000,38100,GC.w100,0.38
emales-gc,MN270279.1,38100,38200,GC.w100,0.31
emales-gc,MN270279.1,38200,38300,GC.w100,0.28
emales-gc,MN270279.1,38300,38400,GC.w100,0.34
emales-gc,MN270279.1,38400,38500,GC.w100,0.32
emales-gc,MN270279.1,38500,38600,GC.w100,0.29
emales-gc,MN270279.1,38600,38700,GC.w100,0.29
emales-gc,MN270279.1,38700,38800,GC.w100,0.33
emales-gc,MN270279.1,38800,38900,GC.w100,0.28
emales-gc,MN270279.1,38900,39000,GC.w100,0.29
emales-gc,MN270279.1,39000,39100,GC.w100,0.29
emales-gc,MN270279.1,39100,39200,GC.w100,0.3
emales-gc,MN270279.1,39200,39300,GC.w100,0.26
emales-gc,MN270279.1,39300,39400,GC.w100,0.23
emales-gc,MN270279.1,39400,39500,GC.w100,0.36
emales-gc,MN270279.1,39500,39600,GC.w100,0.32
emales-gc,MN270279.1,39600,39700,GC.w100,0.32
emales-gc,MN270279.1,39700,39800,GC.w100,0.32
emales-gc,MN270279.1,39800,39900,GC.w100,0.23
emales-gc,MN270279.1,39900,40000,GC.w100,0.25
emales-gc,MN270279.1,40000,40100,GC.w100,0.39
emales-gc,MN270279.1,40100,40200,GC.w100,0.32
emales-gc,MN270279.1,40200,40300,GC.w100,0.32
emales-gc,MN270279.1,40300,40400,GC.w100,0.36
emales-gc,MN270279.1,40400,40500,GC.w100,0.37
emales-gc,MN270279.1,40500,40600,GC.w100,0.28
emales-gc,MN270279.1,40600,40700,GC.w100,0.3
emales-gc,MN270279.1,40700,40800,GC.w100,0.39
emales-gc,MN270279.1,40800,40900,GC.w100,0.35
emales-gc,MN270279.1,40900,41000,GC.w100,0.3
emales-gc,MN270279.1,41000,41100,GC.w100,0.3
emales-gc,MN270279.1,41100,41200,GC.w100,0.32
emales-gc,MN270279.1,41200,41300,GC.w100,0.31
emales-gc,MN270279.1,41300,41400,GC.w100,0.31
emales-gc,MN270279.1,41400,41500,GC.w100,0.18
emales-gc,MN270279.1,41500,41600,GC.w100,0.25
emales-gc,MN270279.1,41600,41700,GC.w100,0.34
emales-gc,MN270279.1,41700,41800,GC.w100,0.35
emales-gc,MN270279.1,41800,41900,GC.w100,0.27
emales-gc,MN270279.1,41900,42000,GC.w100,0.2
emales-gc,MN270279.1,42000,42100,GC.w100,0.27
emales-gc,MN270279.1,42100,42200,GC.w100,0.26
emales-gc,MN270279.1,42200,42300,GC.w100,0.23
emales-gc,MN270279.1,42300,42400,GC.w100,0.24
emales-gc,MN270279.1,42400,42500,GC.w100,0.41
emales-gc,MN270279.1,42500,42600,GC.w100,0.31
emales-gc,MN270279.1,42600,42700,GC.w100,0.29
emales-gc,MN270279.1,42700,42800,GC.w100,0.22
emales-gc,MN270279.1,42800,42900,GC.w100,0.24
emales-gc,MN270279.1,42900,43000,GC.w100,0.33
emales-gc,MN270279.1,43000,43100,GC.w100,0.3
emales-gc,MN270279.1,43100,43200,GC.w100,0.31
emales-gc,MN270279.1,43200,43300,GC.w100,0.26
emales-gc,MN270279.1,43300,43400,GC.w100,0.27
emales-gc,MN270279.1,43400,43500,GC.w100,0.2
emales-gc,MN270279.1,43500,43600,GC.w100,0.25
emales-gc,MN270279.1,43600,43700,GC.w100,0.3
emales-gc,MN270279.1,43700,43800,GC.w100,0.26
emales-gc,MN270279.1,43800,43900,GC.w100,0.34
emales-gc,MN270279.1,43900,44000,GC.w100,0.3
emales-gc,MN270279.1,44000,44100,GC.w100,0.22
emales-gc,MN270279.1,44100,44200,GC.w100,0.34
emales-gc,MN270279.1,44200,44300,GC.w100,0.33
emales-gc,MN270279.1,44300,44400,GC.w100,0.25
emales-gc,MN270279.1,44400,44500,GC.w100,0.22
emales-gc,MN270279.1,44500,44600,GC.w100,0.32
emales-gc,MN270279.1,44600,44700,GC.w100,0.38
emales-gc,MN270279.1,44700,44800,GC.w100,0.23
emales-gc,MN270279.1,44800,44900,GC.w100,0.32
emales-gc,MN270279.1,44900,45000,GC.w100,0.32
emales-gc,MN270279.1,45000,45100,GC.w100,0.34
emales-gc,MN270279.1,45100,45200,GC.w100,0.26
emales-gc,MN270279.1,45200,45300,GC.w100,0.32
emales-gc,MN270279.1,45300,45400,GC.w100,0.24
emales-gc,MN270279.1,45400,45500,GC.w100,0.25
emales-gc,MN270279.1,45500,45600,GC.w100,0.25
emales-gc,MN270279.1,45600,45700,GC.w100,0.27
emales-gc,MN270279.1,45700,45800,GC.w100,0.27
emales-gc,MN270279.1,45800,45900,GC.w100,0.2
emales-gc,MN270279.1,45900,46000,GC.w100,0.23
emales-gc,MN270279.1,46000,46100,GC.w100,0.22
emales-gc,MN270279.1,46100,46200,GC.w100,0.33
emales-gc,MN270279.1,46200,46300,GC.w100,0.28
emales-gc,MN270279.1,46300,46400,GC.w100,0.39
emales-gc,MN270279.1,46400,46500,GC.w100,0.21
emales-gc,MN270279.1,46500,46600,GC.w100,0.27
emales-gc,MN270279.1,46600,46700,GC.w100,0.29
emales-gc,MN270279.1,46700,46800,GC.w100,0.24
emales-gc,MN270279.1,46800,46900,GC.w100,0.33
emales-gc,MN270279.1,46900,47000,GC.w100,0.34
emales-gc,MN270279.1,47000,47100,GC.w100,0.29
emales-gc,MN270279.1,47100,47200,GC.w100,0.29
emales-gc,MN270279.1,47200,47300,GC.w100,0.37
emales-gc,MN270279.1,47300,47400,GC.w100,0.33
emales-gc,MN270279.1,47400,47500,GC.w100,0.35
emales-gc,MN270279.1,47500,47600,GC.w100,0.31
emales-gc,MN270279.1,47600,47700,GC.w100,0.29
emales-gc,MN270279.1,47700,47800,GC.w100,0.31
emales-gc,MN270279.1,47800,47900,GC.w100,0.27
emales-gc,MN270279.1,47900,48000,GC.w100,0.3
emales-gc,MN270279.1,48000,48100,GC.w100,0.24
emales-gc,MN270279.1,48100,48200,GC.w100,0.43
